member_id,n_txns,first_txn,last_txn,days_since_last,active_span_days,lifetime_spend,avg_basket,points_balance,redemptions,channels_used,brands_used,main_brand,avg_gap_days,overdue_ratio,annualised_spend,tier,tier_rank,country,home_brand,email,flag_profile_conflicted,flag_shared_email
M15715,5,2022-10-16,2025-05-27,399,954,249.56,49.91,499.0,0,3,1,PulseHome,238.5,1.67,95.48,Bronze,1,US,PulseHome,member15715@example.com,false,false
M15753,5,2023-07-23,2025-05-27,399,674,194.35,38.87,447.0,0,2,1,PulseMart,168.5,2.37,105.25,Bronze,1,US,PulseMart,member15753@example.com,false,false
M15808,6,2024-05-18,2025-12-30,182,591,246.71,41.12,442.0,1,3,1,PulseHome,118.2,1.54,152.37,Gold,3,IN,PulseHome,member15808@example.com,false,false
M15850,4,2024-03-25,2025-05-12,414,413,235.4,58.85,364.0,1,3,2,PulseMart,137.7,3.01,208.04,Bronze,1,US,PulseMart,member15850@example.com,false,false
M16145,5,2022-03-05,2025-01-09,537,1041,347.69,69.54,695.0,0,3,1,PulseHome,260.3,2.06,121.91,Silver,2,IN,PulseHome,member16145@example.com,false,false
M16713,7,2024-03-25,2025-12-31,181,646,531.8,75.97,1063.0,0,3,1,PulseHome,107.7,1.68,300.48,Bronze,1,US,PulseHome,member16713@example.com,false,false
M17275,5,2023-09-13,2025-05-03,423,598,189.84,37.97,285.0,1,3,1,PulseHome,149.5,2.83,115.87,Bronze,1,US,PulseHome,member17275@example.com,false,false
M17762,4,2024-09-04,2025-10-07,266,398,295.93,73.98,468.0,1,3,2,PulseHome,132.7,2.01,271.39,Gold,3,US,PulseHome,member17762@example.com,false,false
M17765,8,2023-08-26,2025-11-13,229,810,360.94,45.12,639.0,0,2,2,PulseEats,115.7,1.98,162.65,Bronze,1,AE,PulseEats,member17765@example.com,false,false
M17812,5,2024-09-11,2025-11-28,214,443,442.5,88.5,909.0,2,3,1,PulseMart,110.8,1.93,364.59,Silver,2,GB,PulseMart,member17812@example.com,false,false
M17906,6,2024-07-06,2025-10-27,246,478,363.81,60.64,686.0,1,3,2,PulseMart,95.6,2.57,277.8,Silver,2,US,PulseMart,member17906@example.com,false,false
M18342,5,2023-01-18,2025-02-05,510,749,468.75,93.75,801.0,3,3,2,PulseMart,187.3,2.72,228.43,Gold,3,IN,PulseMart,member18342@example.com,false,false
M18580,6,2023-12-28,2025-09-01,302,613,260.77,43.46,325.0,3,2,2,PulseMart,122.6,2.46,155.27,Bronze,1,SG,PulseMart,member18580@example.com,false,false
M18592,5,2023-01-28,2025-01-20,526,723,397.36,79.47,588.0,2,3,2,PulseHome,180.8,2.91,200.6,Bronze,1,SG,PulseHome,member18592@example.com,false,false
M18790,9,2023-12-31,2025-09-01,302,610,690.64,76.74,1538.0,1,3,1,PulseMart,76.3,3.96,413.25,Silver,2,IN,PulseMart,member18790@example.com,false,false
M18889,6,2024-05-23,2025-09-28,275,493,390.96,65.16,667.0,2,3,1,PulseMart,98.6,2.79,289.45,Bronze,1,US,PulseMart,member18889@example.com,false,false
M18946,5,2023-08-09,2025-07-22,343,713,271.48,54.3,403.0,1,2,1,PulseHome,178.3,1.92,138.98,Bronze,1,US,PulseHome,member18946@example.com,false,false
M19174,5,2024-09-24,2025-12-17,195,449,430.49,86.1,753.0,0,3,1,PulseEats,112.3,1.74,349.95,Bronze,1,US,PulseEats,member19174@example.com,false,false
M19221,10,2022-01-28,2025-04-11,445,1169,472.28,47.23,1026.0,1,3,2,PulseMart,129.9,3.43,147.46,Bronze,1,IN,PulseMart,member19221@example.com,false,false
M19306,7,2024-12-04,2026-02-14,136,437,334.09,47.73,598.0,1,3,2,PulseMart,72.8,1.87,279.05,Platinum,4,GB,PulseMart,member19306@example.com,false,false
M19336,8,2025-01-21,2026-03-22,100,425,379.26,47.41,710.0,0,3,3,PulseEats,60.7,1.65,325.72,Silver,2,IN,PulseEats,member19336@example.com,false,false
M19343,9,2023-12-14,2025-11-28,214,715,543.21,60.36,932.0,2,3,2,PulseHome,89.4,2.39,277.3,Bronze,1,IN,PulseHome,member19343@example.com,false,false
M19356,4,2023-11-15,2025-03-10,477,481,165.7,41.43,182.0,1,3,1,PulseHome,160.3,2.98,125.74,Gold,3,IN,PulseHome,member19356@example.com,false,false
M19375,5,2023-12-09,2025-08-25,309,625,216.88,43.38,402.0,0,3,2,PulseEats,156.3,1.98,126.66,Bronze,1,IN,PulseEats,member19375@example.com,false,false
M19441,5,2024-06-28,2025-07-24,341,391,474.97,94.99,785.0,1,2,1,PulseEats,97.8,3.49,443.39,Gold,3,SG,PulseEats,member19441@example.com,false,false
M19607,4,2022-07-18,2025-02-19,496,947,160.98,40.24,371.0,0,3,1,PulseMart,315.7,1.57,62.05,Bronze,1,IN,PulseMart,member19607@example.com,false,false
M20455,7,2021-06-03,2025-03-14,473,1380,530.67,75.81,1045.0,0,3,2,PulseHome,230.0,2.06,140.36,Bronze,1,AE,PulseHome,member20455@example.com,false,false
M20513,5,2022-07-01,2025-04-27,429,1031,305.31,61.06,602.0,0,2,2,PulseEats,257.8,1.66,108.09,Bronze,1,US,PulseEats,member20513@example.com,false,false
M20532,5,2024-08-02,2025-11-07,235,462,442.13,88.43,704.0,2,3,1,PulseHome,115.5,2.03,349.3,Bronze,1,US,PulseHome,member20532@example.com,false,false
M20723,9,2024-11-18,2026-01-03,178,411,488.84,54.32,813.0,1,3,1,PulseEats,51.4,3.46,434.13,Silver,2,US,PulseEats,member20723@example.com,false,false
M21037,6,2024-10-29,2025-12-11,201,408,274.09,45.68,453.0,1,3,1,PulseHome,81.6,2.46,245.2,Bronze,1,US,PulseHome,member21037@example.com,false,false
M21046,6,2024-08-13,2025-09-23,280,406,273.86,45.64,547.0,0,2,1,PulseHome,81.2,3.45,246.2,Bronze,1,IN,PulseHome,member21046@example.com,false,false
M21088,4,2024-11-22,2025-12-14,198,387,256.07,64.02,513.0,0,3,1,PulseHome,129.0,1.53,241.51,Silver,2,IN,PulseHome,member21088@example.com,false,false
M21313,8,2024-03-13,2026-01-04,177,662,603.16,75.4,911.0,1,3,2,PulseEats,94.6,1.87,332.56,Gold,3,GB,PulseEats,member21313@example.com,false,false
M21618,6,2023-05-27,2025-05-16,410,720,419.31,69.88,734.0,0,3,1,PulseEats,144.0,2.85,212.57,Silver,2,US,PulseEats,member21618@example.com,false,false
M21645,5,2023-05-07,2025-07-08,357,793,363.51,72.7,658.0,0,3,2,PulseEats,198.3,1.8,167.32,Bronze,1,AE,PulseEats,member21645@example.com,false,false
M21702,4,2024-11-24,2025-12-18,194,389,205.97,51.49,241.0,1,3,1,PulseEats,129.7,1.5,193.26,Silver,2,AE,PulseEats,member21702@example.com,false,false
M21955,5,2023-12-11,2025-10-10,263,669,267.11,53.42,468.0,0,2,1,PulseEats,167.3,1.57,145.73,Silver,2,US,PulseEats,member21955@example.com,false,false
M22376,4,2024-05-24,2025-08-31,303,464,229.07,57.27,268.0,4,3,1,PulseMart,154.7,1.96,180.2,Gold,3,IN,PulseMart,member22376@example.com,false,false
M22406,7,2022-06-11,2025-02-16,499,981,872.56,124.65,1746.0,0,3,1,PulseHome,163.5,3.05,324.65,Silver,2,SG,PulseHome,member22406@example.com,false,false
M22408,6,2023-02-18,2025-04-05,451,777,426.28,71.05,661.0,1,3,1,PulseEats,155.4,2.9,200.25,Silver,2,AE,PulseEats,member22408@example.com,false,false
M22469,8,2024-02-27,2026-01-30,151,703,564.49,70.56,1017.0,0,3,2,PulseEats,100.4,1.5,293.09,Silver,2,US,PulseEats,member22469@example.com,false,false
M23107,6,2024-03-01,2025-10-26,247,604,325.73,54.29,678.0,1,3,2,PulseMart,120.8,2.04,196.84,Platinum,4,IN,PulseMart,member23107@example.com,false,false
M23188,4,2023-08-06,2025-03-10,477,582,350.85,87.71,689.0,0,2,2,PulseEats,194.0,2.46,220.03,Silver,2,US,PulseEats,member23188@example.com,false,false
M23638,6,2023-09-19,2025-09-27,276,739,363.08,60.51,642.0,2,3,1,PulseMart,147.8,1.87,179.33,Platinum,4,AE,PulseMart,member23638@example.com,false,false
M23703,5,2023-07-17,2025-08-20,314,765,528.35,105.67,818.0,1,3,1,PulseEats,191.3,1.64,252.09,Gold,3,US,PulseEats,member23703@example.com,false,false
M23708,5,2022-11-25,2025-05-10,416,897,284.96,56.99,372.0,2,3,1,PulseMart,224.3,1.86,115.95,Silver,2,IN,PulseMart,member23708@example.com,false,false
M24007,6,2022-10-07,2025-06-10,385,977,307.43,51.24,370.0,2,3,1,PulseEats,195.4,1.97,114.85,Gold,3,US,PulseEats,member24007@example.com,false,false
M24022,8,2022-05-28,2025-03-15,472,1022,258.3,32.29,408.0,1,3,2,PulseEats,146.0,3.23,92.25,Silver,2,IN,PulseEats,member24022@example.com,false,false
M24120,10,2021-11-22,2025-04-14,442,1239,570.95,57.09,1313.0,0,3,1,PulseMart,137.7,3.21,168.2,Bronze,1,US,PulseMart,member24120@example.com,false,false
M24299,4,2022-09-16,2025-02-04,511,872,226.15,56.54,501.0,0,2,2,PulseMart,290.7,1.76,94.66,Platinum,4,IN,PulseMart,member24299@example.com,false,false
M24540,5,2024-04-14,2025-09-22,281,526,218.04,43.61,481.0,0,2,2,PulseMart,131.5,2.14,151.3,Bronze,1,IN,PulseMart,member24540@example.com,false,false
M24624,6,2022-08-18,2025-08-01,333,1079,480.7,80.12,876.0,0,2,2,PulseEats,215.8,1.54,162.61,Bronze,1,US,PulseEats,member24624@example.com,false,false
M24983,4,2023-09-09,2025-05-12,414,611,231.58,57.9,524.0,0,3,2,PulseMart,203.7,2.03,138.34,Silver,2,IN,PulseMart,member24983@example.com,false,false
M24998,5,2023-03-25,2025-04-03,453,740,235.93,47.19,395.0,1,3,2,PulseHome,185.0,2.45,116.37,Silver,2,IN,PulseHome,member24998@example.com,false,false
M25145,9,2023-04-25,2025-12-01,211,951,441.87,49.1,799.0,0,3,2,PulseEats,118.9,1.77,169.59,Silver,2,US,PulseEats,member25145@example.com,false,false
M25437,5,2022-03-22,2025-03-10,477,1084,223.13,44.63,447.0,0,2,1,PulseHome,271.0,1.76,75.13,Silver,2,AE,PulseHome,member25437@example.com,false,false
M25492,7,2022-09-23,2025-09-23,280,1096,448.59,64.08,846.0,1,3,1,PulseHome,182.7,1.53,149.39,Bronze,1,US,PulseHome,member25492@example.com,false,false
M25594,8,2024-05-13,2026-01-10,171,607,705.58,88.2,1109.0,1,3,2,PulseEats,86.7,1.97,424.28,Gold,3,US,PulseEats,member25594@example.com,false,false
M25917,5,2022-07-07,2025-03-15,472,982,456.48,91.3,505.0,2,3,1,PulseEats,245.5,1.92,169.67,Gold,3,US,PulseEats,member25917@example.com,false,false
M26088,5,2023-08-12,2025-03-09,478,575,189.26,37.85,331.0,0,3,1,PulseEats,143.8,3.33,120.14,Silver,2,IN,PulseEats,member26088@example.com,false,false
M26236,5,2023-03-11,2025-04-29,427,780,347.82,69.56,609.0,0,3,1,PulseEats,195.0,2.19,162.76,Silver,2,AE,PulseEats,member26236@example.com,false,false
M26339,4,2024-04-21,2025-09-11,292,508,263.12,65.78,493.0,1,3,1,PulseHome,169.3,1.72,189.05,Gold,3,GB,PulseHome,member26339@example.com,false,false
M26817,6,2022-08-10,2025-06-24,371,1049,612.18,102.03,1299.0,1,3,2,PulseMart,209.8,1.77,213.01,Silver,2,IN,PulseMart,member26817@example.com,false,false
M26914,5,2023-11-04,2025-07-04,361,608,437.74,87.55,839.0,1,3,2,PulseMart,152.0,2.38,262.79,Bronze,1,IN,PulseMart,member26914@example.com,false,false
M26975,7,2023-02-15,2025-08-24,310,921,450.54,64.36,852.0,2,3,2,PulseMart,153.5,2.02,178.55,Silver,2,IN,PulseMart,member26975@example.com,false,false
M27022,6,2023-08-02,2025-06-24,371,692,280.14,46.69,562.0,0,3,1,PulseHome,138.4,2.68,147.76,Gold,3,IN,PulseHome,member27022@example.com,false,false
M27374,4,2024-02-23,2025-07-20,345,513,280.71,70.18,561.0,0,2,1,PulseHome,171.0,2.02,199.73,Gold,3,US,PulseHome,member27374@example.com,false,false
M27545,6,2022-05-08,2025-03-13,474,1040,300.19,50.03,540.0,2,3,2,PulseMart,208.0,2.28,105.36,Silver,2,IN,PulseMart,member27545@example.com,false,false
M27619,8,2025-01-07,2026-03-12,110,429,478.45,59.81,767.0,2,3,3,PulseHome,61.3,1.79,407.07,Silver,2,IN,PulseHome,member27619@example.com,false,false
M27677,5,2022-07-05,2025-02-17,498,958,260.21,52.04,414.0,1,2,1,PulseEats,239.5,2.08,99.14,Bronze,1,IN,PulseEats,member27677@example.com,false,false
M27854,4,2023-10-21,2025-05-10,416,567,201.73,50.43,248.0,2,2,2,PulseHome,189.0,2.2,129.86,Bronze,1,GB,PulseHome,member27854@example.com,false,false
M28184,5,2023-10-03,2025-07-24,341,660,294.72,58.94,390.0,1,2,1,PulseHome,165.0,2.07,162.99,Bronze,1,IN,PulseHome,member28184@example.com,false,false
M28376,5,2024-06-04,2025-11-27,215,541,431.33,86.27,738.0,2,3,2,PulseMart,135.3,1.59,291.01,Platinum,4,US,PulseMart,member28376@example.com,false,false
M28433,6,2022-12-23,2025-08-07,327,958,715.17,119.2,1359.0,1,2,3,PulseHome,191.6,1.71,272.48,Bronze,1,US,PulseHome,member28433@example.com,false,false
M28520,8,2022-06-07,2025-08-25,309,1175,729.62,91.2,1679.0,0,3,1,PulseMart,167.9,1.84,226.65,Platinum,4,IN,PulseMart,member28520@example.com,false,false
M28624,5,2023-02-19,2025-05-05,421,806,593.78,118.76,1039.0,0,2,1,PulseEats,201.5,2.09,268.9,Gold,3,IN,PulseEats,member28624@example.com,false,false
M28810,5,2024-05-23,2025-10-11,262,506,450.4,90.08,935.0,1,2,1,PulseMart,126.5,2.07,324.89,Gold,3,IN,PulseMart,member28810@example.com,false,false
M29046,6,2023-03-02,2025-03-26,461,755,221.09,36.85,492.0,0,3,2,PulseMart,151.0,3.05,106.88,Gold,3,IN,PulseMart,member29046@example.com,false,false
M29409,5,2022-12-24,2025-04-16,440,844,350.09,70.02,699.0,0,3,1,PulseHome,211.0,2.09,151.4,Bronze,1,IN,PulseHome,member29409@example.com,false,false
M29487,7,2022-10-15,2025-03-31,456,898,363.17,51.88,826.0,0,3,2,PulseMart,149.7,3.05,147.61,Silver,2,IN,PulseMart,member29487@example.com,false,false
M30026,4,2023-04-03,2025-03-11,476,708,205.39,51.35,422.0,0,3,2,PulseHome,236.0,2.02,105.89,Bronze,1,IN,PulseHome,member30026@example.com,false,false
M30376,8,2022-04-23,2025-07-31,334,1195,491.55,61.44,925.0,2,3,2,PulseMart,170.7,1.96,150.14,Platinum,4,IN,PulseMart,member30376@example.com,false,false
M30606,4,2023-11-21,2025-07-30,335,617,223.48,55.87,391.0,0,2,1,PulseEats,205.7,1.63,132.2,Platinum,4,US,PulseEats,member30606@example.com,false,false
M31004,5,2024-10-05,2026-01-03,178,455,310.18,62.04,489.0,1,3,2,PulseHome,113.8,1.56,248.83,Silver,2,AE,PulseHome,member31004@example.com,false,false
M31505,7,2022-12-12,2025-08-30,304,992,403.75,57.68,578.0,2,3,1,PulseEats,165.3,1.84,148.56,Gold,3,US,PulseEats,member31505@example.com,false,false
M31526,4,2024-02-18,2025-09-01,302,561,255.15,63.79,447.0,0,1,1,PulseEats,187.0,1.61,166.01,Gold,3,US,PulseEats,member31526@example.com,false,false
M31869,5,2023-10-07,2025-08-14,320,677,331.94,66.39,697.0,0,3,2,PulseHome,169.3,1.89,178.96,Bronze,1,US,PulseHome,member31869@example.com,false,false
M32811,6,2021-09-27,2025-02-13,502,1235,339.73,56.62,637.0,1,3,2,PulseHome,247.0,2.03,100.41,Bronze,1,US,PulseHome,member32811@example.com,false,false
M32997,6,2024-10-16,2025-11-05,237,385,613.32,102.22,1291.0,1,3,2,PulseMart,77.0,3.08,581.46,Bronze,1,US,PulseMart,member32997@example.com,false,false
M33140,8,2024-11-05,2026-03-16,106,496,394.87,49.36,692.0,0,2,1,PulseEats,70.9,1.5,290.58,Bronze,1,SG,PulseEats,member33140@example.com,false,false
M33243,6,2022-07-24,2025-06-14,381,1056,738.9,123.15,1498.0,1,3,3,PulseHome,211.2,1.8,255.4,Bronze,1,AE,PulseHome,member33243@example.com,false,false
M33466,5,2022-08-13,2025-04-15,441,976,423.29,84.66,867.0,1,3,2,PulseMart,244.0,1.81,158.3,Gold,3,IN,PulseMart,member33466@example.com,false,false
M33595,5,2024-01-08,2025-10-23,250,654,475.92,95.18,1095.0,0,3,1,PulseMart,163.5,1.53,265.61,Gold,3,US,PulseMart,member33595@example.com,false,false
M33658,4,2024-01-24,2025-09-06,297,591,280.63,70.16,627.0,0,3,2,PulseMart,197.0,1.51,173.32,Bronze,1,US,PulseMart,member33658@example.com,false,false
M33780,6,2024-02-28,2025-11-21,221,632,423.68,70.61,577.0,1,2,2,PulseEats,126.4,1.75,244.69,Gold,3,IN,PulseEats,member33780@example.com,false,false
M34070,8,2024-03-06,2026-01-27,154,692,515.13,64.39,980.0,1,3,1,PulseHome,98.9,1.56,271.71,Gold,3,IN,PulseHome,member34070@example.com,false,false
M34217,7,2024-11-14,2026-01-12,169,424,565.48,80.78,1040.0,2,3,2,PulseHome,70.7,2.39,486.79,Gold,3,US,PulseHome,member34217@example.com,false,false
M34233,4,2024-01-01,2025-06-04,391,520,174.3,43.58,361.0,1,2,1,PulseMart,173.3,2.26,122.35,Bronze,1,AE,PulseMart,member34233@example.com,false,false
M34304,12,2022-02-01,2025-11-23,219,1391,705.5,58.79,1131.0,1,3,2,PulseEats,126.5,1.73,185.12,Bronze,1,IN,PulseEats,member34304@example.com,false,false
M34329,5,2023-09-19,2025-07-27,338,677,435.03,87.01,777.0,0,2,2,PulseEats,169.3,2.0,234.54,Silver,2,IN,PulseEats,member34329@example.com,false,false
M34332,4,2023-08-21,2025-03-28,459,585,266.88,66.72,614.0,0,2,1,PulseMart,195.0,2.35,166.51,Silver,2,US,PulseMart,member34332@example.com,false,false
M34336,7,2021-02-27,2025-04-17,439,1510,541.61,77.37,922.0,1,3,2,PulseEats,251.7,1.74,130.92,Platinum,4,GB,PulseEats,member34336@example.com,false,false
M34418,5,2024-11-01,2025-11-14,228,378,481.42,96.28,902.0,1,3,1,PulseHome,94.5,2.41,464.86,Gold,3,GB,PulseHome,member34418@example.com,false,false
M34429,6,2024-06-26,2025-10-31,242,492,393.4,65.57,405.0,3,2,2,PulseEats,98.4,2.46,291.85,Silver,2,IN,PulseEats,member34429@example.com,false,false
M34505,4,2024-02-05,2025-07-13,352,524,173.83,43.46,358.0,1,3,1,PulseMart,174.7,2.02,121.08,Silver,2,GB,PulseMart,member34505@example.com,false,false
M34725,4,2024-04-30,2025-05-28,398,393,202.91,50.73,255.0,1,3,1,PulseEats,131.0,3.04,188.45,Bronze,1,IN,PulseEats,member34725@example.com,false,false
M34751,5,2023-04-30,2025-03-22,465,692,149.66,29.93,262.0,0,3,1,PulseEats,173.0,2.69,78.94,Bronze,1,US,PulseEats,member34751@example.com,false,false
M34766,5,2024-03-20,2025-10-17,256,576,172.49,34.5,308.0,1,3,1,PulseHome,144.0,1.78,109.3,Bronze,1,IN,PulseHome,member34766@example.com,false,false
M34896,7,2024-05-16,2025-12-31,181,594,557.62,79.66,825.0,2,3,1,PulseEats,99.0,1.83,342.65,Platinum,4,GB,PulseEats,member34896@example.com,false,false
M34975,4,2022-11-24,2025-04-12,444,870,265.2,66.3,483.0,1,3,2,PulseHome,290.0,1.53,111.26,Silver,2,GB,PulseHome,member34975@example.com,false,false
M35081,4,2024-07-06,2025-08-12,322,402,418.95,104.74,583.0,1,2,1,PulseEats,134.0,2.4,380.39,Bronze,1,US,PulseEats,member35081@example.com,false,false
M35852,7,2024-08-04,2025-12-28,184,511,496.65,70.95,1056.0,1,3,3,PulseMart,85.2,2.16,354.75,Bronze,1,IN,PulseMart,member35852@example.com,false,false
M36030,6,2023-01-21,2025-04-18,438,818,269.56,44.93,519.0,1,3,1,PulseMart,163.6,2.68,120.28,Gold,3,IN,PulseMart,member36030@example.com,false,false
M36235,5,2024-02-28,2025-06-15,380,473,342.35,68.47,636.0,2,3,1,PulseMart,118.3,3.21,264.18,Silver,2,IN,PulseMart,member36235@example.com,false,false
M36861,7,2024-07-08,2026-01-07,174,548,323.55,46.22,642.0,0,2,2,PulseHome,91.3,1.91,215.5,Bronze,1,GB,PulseHome,member36861@example.com,false,false
M36942,7,2023-04-14,2025-05-14,412,761,497.39,71.06,943.0,1,3,3,PulseMart,126.8,3.25,238.56,Silver,2,US,PulseMart,member36942@example.com,false,false
M37183,5,2022-08-14,2025-01-28,518,898,278.66,55.73,538.0,1,2,2,PulseMart,224.5,2.31,113.26,Silver,2,IN,PulseMart,member37183@example.com,false,false
M37261,7,2021-12-31,2025-08-06,328,1314,524.55,74.94,1031.0,0,3,2,PulseHome,219.0,1.5,145.71,Bronze,1,US,PulseHome,member37261@example.com,false,false
M37412,4,2024-07-08,2025-10-29,244,478,195.71,48.93,300.0,2,2,2,PulseMart,159.3,1.53,149.44,Bronze,1,GB,PulseMart,member37412@example.com,false,false
M37911,6,2023-07-09,2025-10-01,272,815,465.29,77.55,767.0,2,3,1,PulseHome,163.0,1.67,208.38,Gold,3,AE,PulseHome,member37911@example.com,false,false
M38002,6,2022-12-20,2025-05-28,398,890,347.23,57.87,694.0,0,3,1,PulseHome,178.0,2.24,142.4,Platinum,4,IN,PulseHome,member38002@example.com,false,false
M38130,4,2022-10-26,2025-01-21,525,818,288.79,72.2,664.0,0,2,1,PulseMart,272.7,1.93,128.86,Silver,2,US,PulseMart,member38130@example.com,false,false
M38407,7,2023-03-25,2025-08-09,325,868,511.47,73.07,1076.0,1,3,1,PulseMart,144.7,2.25,215.08,Bronze,1,US,PulseMart,member38407@example.com,false,false
M38638,6,2021-10-09,2025-03-08,479,1246,273.39,45.57,579.0,0,3,2,PulseMart,249.2,1.92,80.09,Gold,3,IN,PulseMart,member38638@example.com,false,false
M38806,6,2022-07-30,2025-03-30,457,974,355.29,59.22,772.0,0,2,3,PulseMart,194.8,2.35,133.14,Silver,2,GB,PulseMart,member38806@example.com,false,false
M39371,5,2023-11-04,2025-09-26,277,692,355.66,71.13,711.0,0,2,1,PulseHome,173.0,1.6,187.6,Bronze,1,US,PulseHome,member39371@example.com,false,false
M39895,5,2023-09-22,2025-05-25,401,611,348.22,69.64,801.0,0,3,1,PulseMart,152.8,2.63,208.02,Silver,2,IN,PulseMart,member39895@example.com,false,false
M03240,6,2024-11-05,2025-12-22,190,412,1930.83,321.81,3863.0,0,3,1,PulseHome,82.4,2.31,1710.57,Silver,2,GB,PulseHome,member03240@example.com,false,false
M09749,5,2024-07-29,2025-12-19,193,508,1833.57,366.71,3668.0,0,2,1,PulseHome,127.0,1.52,1317.43,Bronze,1,SG,PulseHome,member09749@example.com,false,false
M23129,6,2024-09-23,2025-11-14,228,417,1853.1,308.85,4261.0,0,3,1,PulseMart,83.4,2.73,1622.02,Bronze,1,AE,PulseMart,member23129@example.com,false,false
M29412,6,2024-09-19,2025-11-14,228,421,1681.93,280.32,3869.0,0,2,1,PulseMart,84.2,2.71,1458.21,Silver,2,IN,PulseMart,member29412@example.com,false,false
M27673,5,2024-10-11,2025-12-11,201,426,1487.33,297.47,3421.0,0,3,1,PulseMart,106.5,1.89,1274.36,Bronze,1,SG,PulseMart,member27673@example.com,false,false
M29983,5,2024-08-03,2025-10-30,243,453,1397.63,279.53,2796.0,0,2,1,PulseHome,113.3,2.15,1126.13,Silver,2,IN,PulseHome,member29983@example.com,false,false
M09203,6,2024-08-15,2025-11-22,220,464,1859.51,309.92,3253.0,0,3,1,PulseEats,92.8,2.37,1462.76,Silver,2,IN,PulseEats,member09203@example.com,false,false
M27001,6,2024-10-07,2025-12-21,191,440,1589.39,264.9,2782.0,0,3,1,PulseEats,88.0,2.17,1318.47,Gold,3,US,PulseEats,member27001@example.com,false,false
M38248,6,2024-07-11,2025-09-06,297,422,1578.62,263.1,3632.0,0,3,1,PulseMart,84.4,3.52,1365.39,Platinum,4,IN,PulseMart,member38248@example.com,false,false
M10090,4,2024-07-09,2025-09-10,293,428,1265.83,316.46,2215.0,0,2,1,PulseEats,142.7,2.05,1079.5,Silver,2,US,PulseEats,member10090@example.com,false,false
M30039,4,2024-08-08,2025-08-14,320,371,1510.2,377.55,3474.0,0,2,1,PulseMart,123.7,2.59,1485.78,Silver,2,SG,PulseMart,member30039@example.com,false,false
M21623,6,2024-07-14,2025-12-24,188,528,1577.27,262.88,3628.0,0,2,1,PulseMart,105.6,1.78,1090.35,Gold,3,IN,PulseMart,member21623@example.com,false,false
M05017,5,2024-06-29,2025-11-29,213,518,1441.07,288.21,2522.0,0,2,1,PulseEats,129.5,1.64,1015.43,Gold,3,US,PulseEats,member05017@example.com,false,false
M01193,4,2024-06-02,2025-06-02,393,365,253.15,63.29,304.0,2,2,2,PulseEats,121.7,3.23,253.15,Silver,2,US,PulseEats,member01193@example.com,false,false
M07395,6,2024-04-13,2025-11-19,223,585,906.01,151.0,1800.0,0,3,3,PulseHome,117.0,1.91,565.29,Silver,2,US,PulseHome,member07395@example.com,false,false
M03168,5,2022-11-29,2025-01-10,536,773,401.03,80.21,922.0,0,3,1,PulseMart,193.3,2.77,189.36,Silver,2,AE,PulseMart,member03168@example.com,false,false
M05191,4,2024-06-07,2025-09-06,297,456,365.04,91.26,639.0,0,3,1,PulseEats,152.0,1.95,292.19,Bronze,1,US,PulseEats,member05191@example.com,false,false
M03670,5,2022-07-11,2025-01-28,518,932,309.43,61.89,418.0,2,3,1,PulseHome,233.0,2.22,121.18,Bronze,1,GB,PulseHome,member03670@example.com,false,false
M02712,6,2023-12-06,2025-10-26,247,690,337.76,56.29,516.0,2,3,2,PulseHome,138.0,1.79,178.67,Gold,3,US,PulseHome,member02712@example.com,false,false
M03167,6,2023-12-09,2025-09-24,279,655,382.68,63.78,753.0,0,3,3,PulseHome,131.0,2.13,213.25,Silver,2,US,PulseHome,member03167@example.com,false,false
M10519,10,2023-02-09,2025-11-02,240,997,885.07,88.51,1709.0,1,3,2,PulseHome,110.8,2.17,324.02,Platinum,4,IN,PulseHome,member10519@example.com,false,false
M00144,4,2022-08-21,2025-03-15,472,937,277.71,69.43,487.0,0,3,1,PulseEats,312.3,1.51,108.18,Bronze,1,IN,PulseEats,member00144@example.com,false,false
M00234,8,2021-11-12,2025-04-05,451,1240,488.28,61.04,998.0,1,3,1,PulseMart,177.1,2.55,143.73,Gold,3,AE,PulseMart,member00234@example.com,false,false
M00854,7,2022-11-20,2025-06-17,378,940,572.78,81.83,1289.0,0,3,2,PulseMart,156.7,2.41,222.41,Gold,3,SG,PulseMart,member00854@example.com,false,false
M00963,5,2024-03-12,2025-11-07,235,605,336.32,67.26,773.0,0,3,1,PulseMart,151.3,1.55,202.9,Silver,2,US,PulseMart,member00963@example.com,false,false
M01118,8,2023-01-13,2025-10-06,267,997,442.29,55.29,886.0,0,3,1,PulseHome,142.4,1.87,161.92,Bronze,1,AE,PulseHome,member01118@example.com,false,false
M01351,5,2024-03-12,2025-09-16,287,553,222.52,44.5,381.0,3,2,3,PulseMart,138.3,2.08,146.87,Gold,3,US,PulseMart,member01351@example.com,false,false
M01493,4,2022-05-19,2025-02-11,504,999,209.29,52.32,152.0,3,2,1,PulseHome,333.0,1.51,76.47,Platinum,4,SG,PulseHome,member01493@example.com,false,false
M01544,6,2022-08-22,2025-03-21,466,942,286.89,47.82,424.0,2,3,1,PulseHome,188.4,2.47,111.16,Bronze,1,US,PulseHome,member01544@example.com,false,false
M01631,4,2024-11-07,2025-11-13,229,371,125.45,31.36,185.0,1,3,1,PulseEats,123.7,1.85,123.42,Platinum,4,IN,PulseEats,member01631@example.com,false,false
