member_id,email,first_name,last_name,join_date,tier,brand,status,country,birth_date
M12304,member12304@example.com,First12304,Last12304,2023-09-07,Platinum,PulseMart,inactive,US,1970-04-23
M12305,member12305@example.com,First12305,Last12305,2022-08-10,Bronze,PulseHome,active,US,1984-03-17
M12306,member12306@example.com,First12306,Last12306,2023-10-29,Platinum,PulseMart,active,IN,1983-01-31
M12307,member12307@example.com,First12307,Last12307,2023-08-05,Bronze,PulseMart,inactive,US,2004-06-05
M12308,member12308@example.com,First12308,Last12308,2024-01-11,Bronze,PulseMart,churned,US,1985-06-22
M12309,member12309@example.com,First12309,Last12309,2024-07-17,Bronze,PulseMart,inactive,IN,2004-03-21
M12310,member12310@example.com,First12310,Last12310,2025-02-18,Silver,PulseHome,active,US,2004-11-25
M12311,member12311@example.com,First12311,Last12311,2022-04-15,Silver,PulseMart,inactive,US,1974-10-24
M12312,member12312@example.com,First12312,Last12312,2021-10-30,Bronze,PulseEats,active,SG,1998-01-21
M12313,member12313@example.com,First12313,Last12313,2022-05-01,Silver,PulseMart,active,GB,1968-01-18
M12314,member12314@example.com,First12314,Last12314,2023-04-14,Silver,PulseHome,inactive,GB,1965-03-08
M12315,member12315@example.com,First12315,Last12315,2021-01-05,Gold,PulseMart,active,IN,2002-02-11
M12316,member12316@example.com,First12316,Last12316,2026-03-30,Silver,PulseHome,active,IN,1975-04-15
M12317,member12317@example.com,First12317,Last12317,2023-08-27,Silver,PulseEats,inactive,SG,1983-10-06
M12318,member12318@example.com,First12318,Last12318,2024-03-07,Silver,PulseEats,churned,US,1998-12-10
M12319,member12319@example.com,First12319,Last12319,2022-12-07,Bronze,PulseMart,active,US,1975-03-28
M12320,member12320@example.com,First12320,Last12320,2022-09-09,Bronze,PulseEats,active,US,1993-05-07
M12321,member12321@example.com,First12321,Last12321,2022-11-05,Silver,PulseEats,active,IN,2001-11-04
M12322,member12322@example.com,First12322,Last12322,2024-04-08,Bronze,PulseHome,active,IN,1986-11-30
M12323,member12323@example.com,First12323,Last12323,2022-03-13,Bronze,PulseMart,active,IN,1981-09-02
M12324,member12324@example.com,First12324,Last12324,2023-12-12,Bronze,PulseHome,active,IN,1979-12-03
M12325,member12325@example.com,First12325,Last12325,2021-07-13,Gold,PulseMart,active,AE,1990-04-05
M12326,member12326@example.com,First12326,Last12326,2025-03-12,Gold,PulseEats,active,US,1975-03-26
M12327,member12327@example.com,First12327,Last12327,2024-12-31,Bronze,PulseHome,active,SG,1968-07-08
M12328,member12328@example.com,First12328,Last12328,2022-09-23,Silver,PulseHome,active,SG,1977-01-29
M12329,member12329@example.com,First12329,Last12329,2024-07-07,Silver,PulseMart,active,IN,1968-11-07
M12330,member12330@example.com,First12330,Last12330,2025-01-17,Silver ,PulseMart,active,IN,2000-09-30
M12331,member12331@example.com,First12331,Last12331,2022-11-01,Gold,PulseMart,active,IN,1984-02-23
M12332,member12332@example.com,First12332,Last12332,2024-09-09,Bronze,PulseEats,inactive,US,1977-04-24
M12333,member12333@example.com,First12333,Last12333,2021-09-24,Bronze,PulseHome,churned,GB,2003-11-17
M12334,member12334@example.com,First12334,Last12334,2023-09-11,Gold,PulseHome,active,US,1991-07-12
M12335,member12335@example.com,First12335,Last12335,2021-04-21,Bronze,PulseMart,churned,IN,1993-01-15
M12336,member12336@example.com,First12336,Last12336,2021-03-24,Gold,PulseHome,inactive,SG,1992-04-30
M12337,member12337@example.com,First12337,Last12337,2025-10-14,Silver,PulseHome,active,IN,1996-12-03
M12338,member12338@example.com,First12338,Last12338,2024-04-13,Bronze,PulseMart,active,IN,1994-04-21
M12339,member12339@example.com,First12339,Last12339,2024-12-05,Platinum,PulseMart,active,IN,1998-11-27
M12340,member12340@example.com,First12340,Last12340,2026-02-08,Silver,PulseEats,active,IN,1999-03-11
M12341,member12341@example.com,First12341,Last12341,2024-04-01,Gold,PulseHome,active,GB,1998-02-16
M12342,member12342@example.com,First12342,Last12342,2024-05-20,Bronze,PulseEats,active,SG,2003-05-18
M12343,member12343@example.com,First12343,Last12343,,Bronze,PulseEats,inactive,IN,1980-09-27
M12344,member12344@example.com,First12344,Last12344,2021-05-16,Gold,PulseEats,inactive,IN,1980-10-15
M12345,member12345@example.com,First12345,Last12345,2021-07-28,Bronze,PulseEats,churned,IN,1965-09-14
M12346,member12346@example.com,First12346,Last12346,2024-10-30,Gold,PulseEats,active,IN,1991-11-15
M12347,member12347@example.com,First12347,Last12347,2025-12-31,Gold,PulseHome,active,IN,2001-10-14
M12348,member12348@example.com,First12348,Last12348,2022-02-28,Bronze,PulseEats,active,IN,1996-10-27
M12349,member12349@example.com,First12349,Last12349,2025-04-26,Silver,PulseMart,inactive,SG,1986-08-21
M12350,member12350@example.com,First12350,Last12350,2025-01-31,Platinum,PulseMart,active,US,1993-08-15
M12351,member12351@example.com,First12351,Last12351,2021-08-06,Gold,PulseMart,active,US,1987-06-29
M12352,member12352@example.com,First12352,Last12352,2021-12-13,Gold,PulseMart,inactive,IN,1998-06-09
M12353,member12353@example.com,First12353,Last12353,2022-10-04,Platinum,PulseMart,inactive,GB,1988-02-06
M12354,member12354@example.com,First12354,Last12354,2024-07-01,Bronze,PulseMart,active,SG,1983-04-25
M12355,member12355@example.com,First12355,Last12355,2021-10-26,Bronze,PulseHome,active,IN,2002-09-07
M12356,member12356@example.com,First12356,Last12356,2024-07-05,Bronze,PulseEats,active,US,1972-02-11
M12357,member12357@example.com,First12357,Last12357,2022-06-10,Gold,PulseMart,churned,GB,1996-06-02
M12358,member12358@example.com,First12358,Last12358,2022-07-15,Silver,PulseEats,inactive,IN,1984-11-11
M12359,member12359@example.com,First12359,Last12359,2021-05-26,Silver,PulseEats,churned,GB,2004-05-16
M12360,member12360@example.com,First12360,Last12360,2025-10-03,Gold,PulseHome,active,US,1995-09-27
M12361,member12361@example.com,First12361,Last12361,2024-07-11,Platinum,PulseEats,active,IN,1973-05-02
M12362,member12362@example.com,First12362,Last12362,2021-10-28,Bronze,PulseHome,active,US,1970-06-01
M12363,member12363@example.com,First12363,Last12363,2025-08-04,Silver,PulseMart,churned,SG,1967-12-17
M12364,member12364@example.com,First12364,Last12364,2021-12-30,Silver,PulseHome,active,GB,2000-08-16
M12365,member12365@example.com,First12365,Last12365,2022-11-18,Silver,PulseMart,churned,IN,1972-10-26
M12366,member12366@example.com,First12366,Last12366,2025-11-13,Silver,PulseEats,active,usa,2001-03-15
M12367,member12367@example.com,First12367,Last12367,2023-10-04,Gold,PulseHome,active,US,2006-12-13
M12368,member12368@example.com,First12368,Last12368,2022-01-09,Gold,PulseHome,active,IN,1990-01-06
M12369,member12369@example.com,First12369,Last12369,2022-08-22,Gold,PulseMart,active,IN,1973-04-10
M12370,member12370@example.com,First12370,Last12370,2023-08-19,Bronze,PulseHome,inactive,US,2006-01-30
M12371,member12371@example.com,First12371,Last12371,2021-10-17,Gold,PulseMart,inactive,IN,1968-09-12
M12372,member12372@example.com,First12372,Last12372,2024-10-26,Bronze,PulseEats,churned,SG,1992-02-25
M12373,member12373@example.com,First12373,Last12373,2022-09-23,Silver,PulseHome,active,GB,1985-10-08
M12374,member12374@example.com,First12374,Last12374,2024-07-06,Bronze,PulseHome,active,US,1989-01-05
M12375,member12375@example.com,First12375,Last12375,2024-02-06,Bronze,PulseHome,active,US,1988-04-26
M12376,member12376@example.com,First12376,Last12376,2024-03-29,Bronze,PulseEats,inactive,IN,2004-07-21
M12377,member12377@example.com,First12377,Last12377,2026-01-13,Bronze,PulseEats,active,US,1980-04-13
M12378,member12378@example.com,First12378,Last12378,2022-10-07,Silver,PulseMart,active,IN,1987-01-22
M12379,member12379@example.com,First12379,Last12379,2022-11-06,Silver,PulseEats,active,US,2000-04-13
M12380,member12380@example.com,First12380,Last12380,2021-02-09,Platinum,PulseEats,active,IN,1979-12-06
M12381,member12381@example.com,First12381,Last12381,2021-11-07,Gold,PulseMart,active,US,1976-11-13
M12382,member12382@example.com,First12382,Last12382,2021-07-19,Silver,PulseHome,active,IN,1978-07-20
M12383,member12383@example.com,First12383,Last12383,2025-06-07,Silver,PulseHome,active,AE,1980-10-29
M12384,member12384@example.com,First12384,Last12384,2026-03-09,Gold,PulseMart,churned,IN,2004-09-04
M12385,member12385@example.com,First12385,Last12385,2025-07-10,Bronze,PulseMart,active,GB,1990-10-07
M12386,member12386@example.com,First12386,Last12386,2024-05-04,Silver,PulseHome,active,AE,2000-10-27
M12387,member12387@example.com,First12387,Last12387,2024-05-21,Gold,PulseEats,active,IN,1980-12-24
M12388,member12388@example.com,First12388,Last12388,2025-01-08,Bronze,PulseMart,active,IN,1997-11-25
M12389,member12389@example.com,First12389,Last12389,2021-05-27,Bronze,PulseEats,active,IN,1979-01-21
M12390,member12390@example.com,First12390,Last12390,2024-11-26,Silver,PulseEats,active,IN,1982-07-11
M12391,member12391@example.com,First12391,Last12391,2023-11-11,Bronze,PulseMart,active,US,2004-12-08
M12392,member12392@example.com,First12392,Last12392,2023-10-13,Gold,PulseHome,churned,US,2004-01-05
M12393,member12393@example.com,First12393,Last12393,2025-10-19,Silver,PulseEats,active,IN,1983-05-08
M12394,member12394@example.com,First12394,Last12394,2024-09-14,Bronze,PulseMart,active,IN,1973-11-14
M12395,member12395@example.com,First12395,Last12395,2021-09-24,Bronze,PulseHome,active,SG,1994-09-30
M12396,member12396@example.com,First12396,Last12396,2023-01-05,Bronze,PulseHome,active,IN,1999-08-18
M12397,member12397@example.com,First12397,Last12397,2026-03-27,Gold,PulseMart,active,IN,1974-08-09
M12398,member12398@example.com,First12398,Last12398,2023-04-23,Silver,PulseMart,churned,US,1994-09-13
M12399,member12399@example.com,First12399,Last12399,2026-03-21,Gold,PulseHome,active,IN,1973-10-26
M12400,member12400@example.com,First12400,Last12400,2023-10-13,Bronze,PulseEats,inactive,SG,1967-12-28
M12401,member12401@example.com,First12401,Last12401,2024-07-03,Bronze,PulseHome,active,GB,1971-07-03
M12402,member12402@example.com,First12402,Last12402,2022-05-07,Silver,PulseEats,churned,IN,1976-08-18
M12403,member12403@example.com,First12403,Last12403,2022-12-02,Bronze,PulseMart,churned,AE,1966-08-27
M12404,member12404@example.com,First12404,Last12404,2026-01-15,Silver,PulseMart,inactive,US,2005-02-04
M12405,member12405@example.com,First12405,Last12405,2023-02-17,Bronze,PulseMart,active,IN,1998-09-12
M12406,member12406@example.com,First12406,Last12406,2024-04-04,Silver,PulseMart,active,US,1993-12-02
M12407,member12407@example.com,First12407,Last12407,2025-09-20,Bronze,PulseMart,churned,IN,2005-07-15
M12408,member12408@example.com,First12408,Last12408,2025-05-12,Silver,PulseHome,active,SG,1991-06-05
M12409,member12409@example.com,First12409,Last12409,2022-04-27,Bronze,PulseHome,inactive,IN,1998-05-18
M12410,member12410@example.com,First12410,Last12410,2024-10-06,Silver,PulseMart,inactive,SG,2003-10-12
M12411,member12411@example.com,First12411,Last12411,2022-06-07,Silver,PulseEats,active,IN,1989-03-19
M12412,member12412@example.com,First12412,Last12412,2023-04-12,Bronze,PulseMart,active,IN,1968-05-20
M12413,member12413@example.com,First12413,Last12413,2025-08-14,Platinum,PulseMart,active,AE,2000-10-21
M12414,member12414@example.com,First12414,Last12414,2023-10-05,Bronze,PulseMart,active,US,1984-05-21
M12415,member12415@example.com,First12415,Last12415,2026-01-12,Bronze,PulseEats,active,IN,2001-02-18
M12416,member12416@example.com,First12416,Last12416,2021-03-03,Silver,PulseEats,active,GB,2000-01-31
M12417,member12417@example.com,First12417,Last12417,2022-05-01,Bronze,PulseHome,active,IN,1975-11-22
M12418,member12418@example.com,First12418,Last12418,2025-02-10,Platinum,PulseEats,active,US,1988-11-21
M12419,member12419@example.com,First12419,Last12419,2024-05-26,Gold,PulseHome,inactive,IN,1965-07-02
M12420,member12420@example.com,First12420,Last12420,2023-09-30,Gold,PulseEats,active,IN,1971-09-16
M12421,member12421@example.com,First12421,Last12421,2022-08-26,Bronze,PulseHome,active,AE,1972-03-24
M12422,member12422@example.com,First12422,Last12422,2025-10-26,Gold,PulseMart,active,US,1995-11-15
M12423,member12423@example.com,First12423,Last12423,2025-12-24,Bronze,PulseMart,active,SG,1985-04-22
M12424,member12424@example.com,First12424,Last12424,2023-01-28,Bronze,PulseMart,churned,IN,2001-09-21
M12425,member12425@example.com,First12425,Last12425,2024-06-27,Silver,PulseEats,churned,GB,1986-08-26
M12426,member12426@example.com,First12426,Last12426,2022-05-17,Bronze,PulseHome,inactive,US,1984-03-27
M12427,member12427@example.com,First12427,Last12427,2022-12-26,Gold,PulseMart,active,US,1972-03-14
M12428,member12428@example.com,First12428,Last12428,2023-03-18,Gold,PulseMart,churned,GB,1987-12-09
M12429,member12429@example.com,First12429,Last12429,2023-10-06,Platinum,PulseEats,active,IN,1984-11-15
M12430,member12430@example.com,First12430,Last12430,2021-09-26,Gold,PulseMart,active,IN,1980-02-11
M12431,member12431@example.com,First12431,Last12431,2025-11-16,Bronze,PulseEats,active,IN,1965-06-29
M12432,member12432@example.com,First12432,Last12432,2021-02-02,Bronze,PulseHome,active,SG,1982-11-01
M12433,member12433@example.com,First12433,Last12433,2024-04-28,Gold,PulseMart,churned,US,1969-10-27
M12434,member12434@example.com,First12434,Last12434,2024-06-04,Gold,PulseHome,active,IN,1983-01-23
M12435,member12435@example.com,First12435,Last12435,2025-06-25,Silver,PulseMart,active,US,1970-08-24
M12436,member12436@example.com,First12436,Last12436,2025-08-20,Bronze,PulseEats,churned,US,1988-12-23
M12437,member12437@example.com,First12437,Last12437,2023-12-29,Gold,PulseHome,active,SG,1977-08-15
M12438,member12438@example.com,First12438,Last12438,2024-02-02,Bronze,PulseMart,active,US,1992-01-21
M12439,member12439@example.com,First12439,Last12439,2022-11-27,Silver,PulseHome,churned,IN,2000-02-13
M12440,member12440@example.com,First12440,Last12440,2024-08-12,Platinum,PulseHome,churned,SG,1991-02-20
M12441,member12441@example.com,First12441,Last12441,2024-04-13,Gold,PulseEats,inactive,IN,1989-07-28
M12442,member12442@example.com,First12442,Last12442,2026-02-20,Platinum,PulseMart,active,GB,1998-06-11
M12443,member12443@example.com,First12443,Last12443,2025-03-07,Silver,PulseHome,inactive,IN,1987-08-21
M12444,member12444@example.com,First12444,Last12444,2025-11-14,Silver,PulseHome,active,IN,1969-04-01
M12445,member12445@example.com,First12445,Last12445,2022-08-13,Silver,PulseMart,active,US,2001-08-15
M12446,member12446@example.com,First12446,Last12446,2022-01-01,Gold,PulseEats,churned,IN,2005-08-04
M12447,member12447@example.com,First12447,Last12447,2024-12-11,Bronze,PulseMart,active,US,1977-09-02
M12448,member12448@example.com,First12448,Last12448,2021-06-18,Bronze,PulseEats,active,US,1978-04-04
M12449,member12449@example.com,First12449,Last12449,2024-06-26,Silver,PulseHome,active,SG,1992-06-01
M12450,member12450@example.com,First12450,Last12450,2026-03-15,Silver,PulseHome,active,US,1986-10-17
M12451,member12451@example.com,First12451,Last12451,2023-12-17,Platinum,PulseMart,active,IN,1988-06-23
M12452,member12452@example.com,First12452,Last12452,2024-11-03,Bronze,PulseEats,active,GB,1978-10-09
M12453,member12453@example.com,First12453,Last12453,2024-05-24,Bronze,PulseMart,inactive,US,1968-09-22
M12454,member12454@example.com,First12454,Last12454,2024-07-10,Silver,PulseMart,inactive,IN,1968-02-14
M12455,member12455@example.com,First12455,Last12455,2022-06-28,Bronze,PulseMart,active,IN,1992-03-31
M12456,member12456@example.com,First12456,Last12456,2021-11-30,Bronze,PulseHome,churned,IN,1999-09-13
M12457,member12457@example.com,First12457,Last12457,2021-12-25,Bronze,PulseEats,active,AE,1978-07-23
M12458,member12458@example.com,First12458,Last12458,2021-01-01,Bronze,PulseMart,active,IN,1986-04-13
M12459,member12459@example.com,First12459,Last12459,2025-04-24,Silver,PulseHome,active,US,1987-11-07
M12460,member12460@example.com,First12460,Last12460,2023-12-05,Gold,PulseMart,active,US,1995-04-03
M12461,member12461@example.com,First12461,Last12461,2022-09-26,Gold,PulseEats,active,IN,1970-08-08
M12462,member12462@example.com,First12462,Last12462,2023-09-05,Bronze,PulseEats,active,GB,1990-08-06
M12463,member12463@example.com,First12463,Last12463,2025-12-10,Gold,PulseHome,active,GB,1973-01-18
M12464,member12464@example.com,First12464,Last12464,2026-02-18,Gold,PulseEats,active,US,2000-11-16
M12465,member12465@example.com,First12465,Last12465,2023-11-28,Bronze,PulseHome,churned,US,2005-09-09
M12466,member12466@example.com,First12466,Last12466,2024-04-01,Gold,PulseMart,inactive,IN,1969-12-17
M12467,member12467@example.com,First12467,Last12467,2024-04-13,Silver,PulseMart,active,US,1965-11-20
M12468,member12468@example.com,First12468,Last12468,2025-06-28,Gold,PulseHome,inactive,IN,2005-01-06
M12469,member12469@example.com,First12469,Last12469,2025-09-11,Bronze,PulseEats,active,US,1984-12-16
M12470,member12470@example.com,First12470,Last12470,2024-03-17,Gold,PulseEats,active,IN,2004-08-31
M12471,member12471@example.com,First12471,Last12471,2024-10-31,Bronze,PulseEats,inactive,SG,1970-05-07
M12472,member12472@example.com,First12472,Last12472,2025-04-17,Bronze,PulseMart,active,IN,1980-08-05
M12473,member12473@example.com,First12473,Last12473,2022-10-07,Silver,PulseMart,inactive,AE,1996-01-31
M12474,member12474@example.com,First12474,Last12474,2026-01-01,Bronze,PulseHome,active,US,1973-10-31
M12475,member12475@example.com,First12475,Last12475,2022-05-31,Bronze,PulseMart,churned,IN,1991-11-27
M12476,member12476@example.com,First12476,Last12476,2022-01-23,Bronze,PulseHome,active,SG,1989-09-13
M12477,member12477@example.com,First12477,Last12477,2022-01-21,Bronze,PulseHome,active,AE,1982-05-22
M12478,member12478@example.com,First12478,Last12478,2021-04-22,Bronze,PulseMart,active,IN,1989-08-29
M12479,member12479@example.com,First12479,Last12479,2022-06-05,Silver,PulseMart,churned,GB,1975-04-05
M12480,member12480@example.com,First12480,Last12480,2021-04-18,Gold,PulseMart,churned,SG,1996-03-10
M12481,member12481@example.com,First12481,Last12481,2023-01-24,Gold,PulseEats,active,US,1977-07-27
M12482,member12482@example.com,First12482,Last12482,2023-03-25,Bronze,PulseEats,churned,IN,1998-11-01
M12483,member12483@example.com,First12483,Last12483,2022-09-28,Bronze,PulseEats,inactive,IN,1976-11-24
M12484,member12484@example.com,First12484,Last12484,2021-04-26,Bronze,PulseHome,active,GB,1992-07-30
M12485,member12485@example.com,First12485,Last12485,2023-09-17,Bronze,PulseHome,active,AE,1997-08-31
M12486,member12486@example.com,First12486,Last12486,2021-07-02,Silver,PulseHome,inactive,IN,1982-01-17
M12487,member12487@example.com,First12487,Last12487,2024-11-09,Bronze,PulseHome,active,SG,1976-05-21
M12488,member12488@example.com,First12488,Last12488,2021-05-28,Bronze,PulseHome,active,GB,1974-09-23
M12489,member12489@example.com,First12489,Last12489,2023-07-17,Bronze,PulseEats,active,SG,1986-07-25
M12490,member12490@example.com,First12490,Last12490,2023-05-20,Silver,PulseHome,inactive,IN,2001-03-24
M12491,member12491@example.com,First12491,Last12491,2025-06-27,GOLD,PulseMart,active,GB,1974-02-02
M12492,member12492@example.com,First12492,Last12492,2022-09-05,Bronze,PulseMart,active,GB,2003-06-06
M12493,member12493@example.com,First12493,Last12493,2025-01-21,Silver,PulseEats,active,US,2003-03-26
M12494,member12494@example.com,First12494,Last12494,2021-01-26,Bronze,PulseHome,active,US,1975-06-08
M12495,member12495@example.com,First12495,Last12495,2021-11-17,Gold ,PulseMart,active,US,1980-05-10
M12496,member12496@example.com,First12496,Last12496,2023-08-22,Gold,PulseHome,active,GB,1995-09-28
M12497,member12497@example.com,First12497,Last12497,2023-03-19,Silver,PulseMart,active,IN,2002-09-18
M12498,member12498@example.com,First12498,Last12498,2021-09-26,Silver,PulseMart,active,US,1970-11-01
M12499,member12499@example.com,First12499,Last12499,2023-07-16,Silver,PulseMart,active,AE,2001-08-01
M12500,member12500@example.com,First12500,Last12500,2021-08-01,Platinum,PulseHome,active,AE,1999-05-31
M12501,member12501@example.com,First12501,Last12501,2024-06-27,Gold,PulseMart,active,US,1970-09-20
M12502,member12502@example.com,First12502,Last12502,2025-04-22,Silver,PulseHome,inactive,IN,1973-06-08
M12503,member12503@example.com,First12503,Last12503,2024-12-08,Silver,PulseMart,active,GB,1990-03-22
M12504,member12504@example.com,First12504,Last12504,2024-05-02,Bronze,PulseEats,inactive,AE,1966-06-15
M12505,member12505@example.com,First12505,Last12505,2021-08-11,Bronze,PulseHome,active,IN,1991-09-22
M12506,member12506@example.com,First12506,Last12506,2021-08-23,Silver,PulseEats,churned,AE,1996-04-01
M12507,member12507@example.com,First12507,Last12507,2021-07-17,Silver,PulseHome,active,IN,1997-05-27
M12508,member12508@example.com,First12508,Last12508,2025-12-25,Gold,PulseHome,inactive,IN,1996-02-07
M12509,member12509@example.com,First12509,Last12509,2022-02-09,Gold,PulseHome,active,IN,1998-05-10
M12510,member12510@example.com,First12510,Last12510,2023-10-09,Bronze,PulseEats,inactive,IN,1990-11-26
M12511,member12511@example.com,First12511,Last12511,2021-07-09,Silver,PulseHome,active,US,1975-05-30
M12512,member12512@example.com,First12512,Last12512,2024-12-12,Silver,PulseEats,active,US,1987-09-10
M12513,member12513@example.com,First12513,Last12513,2023-03-11,Bronze,PulseHome,inactive,US,1991-05-12
M12514,member12514@example.com,First12514,Last12514,2021-02-14,Bronze,PulseEats,active,AE,1991-06-25
M12515,member12515@example.com,First12515,Last12515,2024-07-03,Gold,PulseEats,inactive,IN,2005-10-20
M12516,member12516@example.com,First12516,Last12516,2022-06-22,Bronze,PulseEats,active,IN,1988-05-04
M12517,member12517@example.com,First12517,Last12517,2024-08-23,Gold,PulseEats,churned,IN,1996-08-29
M12518,member12518@example.com,First12518,Last12518,2025-04-09,Silver,PulseHome,active,SG,2002-04-22
M12519,member12519@example.com,First12519,Last12519,2023-01-31,Bronze,PulseMart,active,IN,1976-06-29
M12520,member12520@example.com,First12520,Last12520,2025-08-29,Gold,PulseHome,active,IN,1966-08-04
M12521,member12521@example.com,First12521,Last12521,2022-12-13,Bronze,PulseHome,active,US,1978-06-28
M12522,member12522@example.com,First12522,Last12522,2024-09-19,Bronze,PulseEats,active,US,2006-02-21
M12523,member12523@example.com,First12523,Last12523,2021-06-18, Bronze,PulseMart,inactive,SG,1981-07-22
M12524,member12524@example.com,First12524,Last12524,2024-10-28,Bronze,PulseMart,active,IN,1998-08-11
M12525,member12525@example.com,First12525,Last12525,2022-09-23,Bronze,PulseEats,active,AE,1966-12-23
M12526,member12526@example.com,First12526,Last12526,2021-12-30,Silver,PulseHome,active,US,1968-06-10
M12527,member12527@example.com,First12527,Last12527,2024-07-15,Gold,PulseHome,active,IN,1983-11-18
M12528,member12528@example.com,First12528,Last12528,2023-12-04,Bronze,PulseHome,active,IN,1976-01-17
M12529,member12529@example.com,First12529,Last12529,2022-08-20,Bronze,PulseHome,churned,US,1992-08-25
M12530,member12530@example.com,First12530,Last12530,,Silver,PulseHome,active,SG,1999-09-27
M12531,member12531@example.com,First12531,Last12531,2023-07-28,Silver,PulseMart,active,SG,1969-03-02
M12532,member12532@example.com,First12532,Last12532,2023-03-15,Bronze,PulseHome,inactive,AE,2005-02-04
M12533,member12533@example.com,First12533,Last12533,2025-03-27,Bronze,PulseHome,active,US,1974-12-30
M12534,member12534@example.com,First12534,Last12534,2023-06-30,Bronze,PulseHome,active,SG,1975-12-19
M12535,member12535@example.com,First12535,Last12535,2025-03-07,Bronze,PulseHome,churned,US,1995-07-12
M12536,member12536@example.com,First12536,Last12536,2023-07-25,Bronze,PulseHome,active,IN,1972-04-02
M12537,member12537@example.com,First12537,Last12537,2022-06-18,Bronze,PulseHome,inactive,US,1967-12-02
M12538,member12538@example.com,First12538,Last12538,2025-04-04,Bronze,PulseHome,churned,IN,1971-05-21
M12539,member12539@example.com,First12539,Last12539,2023-10-09,Bronze,PulseMart,active,IN,1989-02-17
M12540,member12540@example.com,First12540,Last12540,2023-07-30,Bronze,PulseMart,inactive,AE,1968-05-06
M12541,member12541@example.com,First12541,Last12541,2024-05-06,Bronze,PulseEats,churned,US,1969-06-28
M12542,member12542@example.com,First12542,Last12542,2024-10-26,Gold,PulseMart,churned,US,2001-10-07
M12543,member12543@example.com,First12543,Last12543,,Platinum,PulseEats,inactive,IN,1998-12-21
M12544,member12544@example.com,First12544,Last12544,2022-10-30,Bronze,PulseEats,active,IN,1992-06-01
M12545,member12545@example.com,First12545,Last12545,2024-09-27,Bronze,PulseEats,active,IN,2005-05-18
M12546,member12546@example.com,First12546,Last12546,2024-08-22,Platinum,PulseHome,inactive,IN,2006-12-28
M12547,member12547@example.com,First12547,Last12547,2025-09-11,Bronze,PulseHome,active,IN,1986-04-02
M12548,member12548@example.com,First12548,Last12548,2025-08-25,Gold,PulseMart,churned,IN,2004-09-03
M12549,member12549@example.com,First12549,Last12549,2021-03-05,Bronze,PulseMart,inactive,IN,1982-10-14
M12550,member12550@example.com,First12550,Last12550,2023-06-18,Gold,PulseEats,active,US,1968-05-30
M12551,member12551@example.com,First12551,Last12551,2023-02-17,Silver,PulseEats,inactive,IN,1980-01-12
M12552,member12552@example.com,First12552,Last12552,2025-04-04,Bronze,PulseEats,active,US,1996-06-08
M12553,member12553@example.com,First12553,Last12553,2021-03-11,Platinum,PulseEats,churned,US,1988-03-22
M12554,member12554@example.com,First12554,Last12554,2022-04-05,Silver,PulseMart,active,IN,1976-04-23
M12555,member12555@example.com,First12555,Last12555,2023-04-05,Silver,PulseEats,active,IN,1993-09-17
M12556,member12556@example.com,First12556,Last12556,2024-06-21,Platinum,PulseHome,active,US,1983-05-22
M12557,member12557@example.com,First12557,Last12557,2024-01-13,Silver,PulseHome,active,IN,2004-08-26
M12558,member12558@example.com,First12558,Last12558,2025-05-18,Platinum,PulseHome,active,IN,2005-03-22
M12559,member12559@example.com,First12559,Last12559,2025-08-10,Bronze,PulseMart,inactive,GB,1970-06-17
M12560,member12560@example.com,First12560,Last12560,2024-01-04,Silver,PulseHome,inactive,IN,1965-05-31
M12561,member12561@example.com,First12561,Last12561,2025-08-23,Bronze,PulseEats,inactive,IN,1993-12-02
M12562,member12562@example.com,First12562,Last12562,2024-11-22,Gold,PulseEats,active,IN,1996-04-22
M12563,member12563@example.com,First12563,Last12563,2025-12-11,Silver,PulseMart,active,IN,1976-12-27
M12564,member12564@example.com,First12564,Last12564,2023-05-05,Bronze,PulseHome,inactive,US,2000-10-18
M12565,member12565@example.com,First12565,Last12565,2024-01-05,Bronze,PulseHome,inactive,IN,1978-03-31
M12566,member12566@example.com,First12566,Last12566,2022-08-29,Bronze,PulseMart,churned,US,1971-08-28
M12567,member12567@example.com,First12567,Last12567,2024-07-06,Bronze,PulseHome,active,US,1975-02-02
M12568,member12568@example.com,First12568,Last12568,2025-03-06,Gold,PulseHome,inactive,GB,1979-11-10
M12569,member12569@example.com,First12569,Last12569,2024-05-20,Gold,PulseMart,active,IN,1974-04-25
M12570,member12570@example.com,First12570,Last12570,2024-03-31,Silver,PulseHome,active,SG,1967-08-18
M12571,member12571@example.com,First12571,Last12571,2023-04-17,Silver,PulseHome,active,IN,1969-07-28
M12572,member12572@example.com,First12572,Last12572,2024-06-06,Gold,PulseEats,inactive,IN,1976-02-21
M12573,member12573@example.com,First12573,Last12573,2023-01-27,Silver,PulseMart,active,AE,1969-01-05
M12574,member12574@example.com,First12574,Last12574,2021-06-07,Gold,PulseEats,active,AE,1980-03-21
M12575,member12575@example.com,First12575,Last12575,2023-04-12,Silver,PulseMart,inactive,US,2001-08-22
M12576,member12576@example.com,First12576,Last12576,2021-12-03,Gold,PulseEats,active,AE,2001-09-27
M12577,member12577@example.com,First12577,Last12577,2023-09-30,Silver,PulseEats,active,GB,1999-02-16
M12578,member12578@example.com,First12578,Last12578,2023-08-18,Silver,PulseMart,active,US,1972-01-24
